,Date,GoldPrice,GoldVolume,SilverPrice,SilverVolume
0,2015-03-12,15.493000030518001,94.0,15.493000030518001,94.0
1,2015-03-13,15.477000236511,59.0,15.477000236511,59.0
2,2015-03-15,15.585000038147,0.0,15.585000038147,0.0
3,2015-03-16,15.600999832153,71.0,15.600999832153,71.0
4,2015-03-17,15.562000274658,39.0,15.562000274658,39.0
5,2015-03-18,15.52499961853,19.0,15.52499961853,19.0
6,2015-03-19,16.097999572754,8.0,16.097999572754,8.0
7,2015-03-20,16.867000579834002,93.0,16.867000579834002,93.0
8,2015-03-22,16.798000335693,0.0,16.798000335693,0.0
9,2015-03-23,16.871999740601,149.0,16.871999740601,149.0
10,2015-03-24,16.962999343872003,295.0,16.962999343872003,295.0
11,2015-03-25,16.979999542235998,146.0,16.979999542235998,146.0
12,2015-03-26,17.121999740601,97.0,17.121999740601,97.0
13,2015-03-27,17.052000045776,11.0,17.052000045776,11.0
14,2015-03-29,16.909999847412,0.0,16.909999847412,0.0
15,2015-03-30,16.656999588013,8.0,16.656999588013,8.0
16,2015-03-31,16.58099937439,24.0,16.58099937439,24.0
17,2015-04-01,17.04400062561,50.0,17.04400062561,50.0
18,2015-04-02,16.686000823975,38399.0,16.686000823975,38399.0
19,2015-04-03,16.686000823975,0.0,16.686000823975,0.0
20,2015-04-05,17.07200050354,0.0,17.07200050354,0.0
21,2015-04-06,17.094999313354002,17.0,17.094999313354002,17.0
22,2015-04-07,16.825000762939,200.0,16.825000762939,200.0
23,2015-04-08,16.440000534058,1.0,16.440000534058,1.0
24,2015-04-09,16.163999557495,99.0,16.163999557495,99.0
25,2015-04-10,16.370000839233,5.0,16.370000839233,5.0
26,2015-04-12,16.459999084473,0.0,16.459999084473,0.0
27,2015-04-13,16.280000686645998,35535.0,16.280000686645998,35535.0
28,2015-04-14,16.150999069214002,23.0,16.150999069214002,23.0
29,2015-04-15,16.268999099731,12732.0,16.268999099731,12732.0
30,2015-04-16,16.275999069214002,12.0,16.275999069214002,12.0
31,2015-04-17,16.221000671387,11634.0,16.221000671387,11634.0
32,2015-04-19,16.312999725342,0.0,16.312999725342,0.0
33,2015-04-20,15.883000373839998,14046.0,15.883000373839998,14046.0
34,2015-04-21,16.002000808715998,1.0,16.002000808715998,1.0
35,2015-04-22,15.791000366211,21232.0,15.791000366211,21232.0
36,2015-04-23,15.824000358582001,20776.0,15.824000358582001,20776.0
37,2015-04-24,15.630999565125,33272.0,15.630999565125,33272.0
38,2015-04-26,15.770000457764,0.0,15.770000457764,0.0
39,2015-04-27,16.389999389648,70.0,16.389999389648,70.0
40,2015-04-28,16.586999893188,50.0,16.586999893188,50.0
41,2015-04-29,16.670000076294,16432.0,16.670000076294,16432.0
42,2015-04-30,16.124000549316,2479.0,16.124000549316,2479.0
43,2015-05-01,16.111000061035,733.0,16.111000061035,733.0
44,2015-05-03,16.174999237061,0.0,16.174999237061,0.0
45,2015-05-04,16.417999267578,71.0,16.417999267578,71.0
46,2015-05-05,16.556999206543,47.0,16.556999206543,47.0
47,2015-05-06,16.483999252319,98.0,16.483999252319,98.0
48,2015-05-07,16.271999359131,101.0,16.271999359131,101.0
49,2015-05-08,16.441999435425,67.0,16.441999435425,67.0
50,2015-05-10,16.468000411987,0.0,16.468000411987,0.0
51,2015-05-11,16.298000335693,242.0,16.298000335693,242.0
52,2015-05-12,16.510000228882,28.0,16.510000228882,28.0
53,2015-05-13,17.207000732422,137.0,17.207000732422,137.0
54,2015-05-14,17.448999404907,15.0,17.448999404907,15.0
55,2015-05-15,17.545000076294,44.0,17.545000076294,44.0
56,2015-05-17,17.559999465942,0.0,17.559999465942,0.0
57,2015-05-18,17.711999893188,215.0,17.711999893188,215.0
58,2015-05-19,17.049999237061,24.0,17.049999237061,24.0
59,2015-05-20,17.091999053955,8.0,17.091999053955,8.0
60,2015-05-21,17.111000061035,11.0,17.111000061035,11.0
61,2015-05-22,17.030000686645998,15.0,17.030000686645998,15.0
62,2015-05-24,17.02499961853,0.0,17.02499961853,0.0
63,2015-05-25,17.104999542235998,0.0,17.104999542235998,0.0
64,2015-05-26,16.733999252319,114.0,16.733999252319,114.0
65,2015-05-27,16.638000488281,163.0,16.638000488281,163.0
66,2015-05-28,16.65299987793,73.0,16.65299987793,73.0
67,2015-05-29,16.684000015259,24.0,16.684000015259,24.0
68,2015-05-31,16.70299911499,0.0,16.70299911499,0.0
69,2015-06-01,16.663999557495,24.0,16.663999557495,24.0
70,2015-06-02,16.783000946045,41683.0,16.783000946045,41683.0
71,2015-06-03,16.464000701904,2.0,16.464000701904,2.0
72,2015-06-04,16.089000701904,11.0,16.089000701904,11.0
73,2015-06-05,15.970999717711999,14.0,15.970999717711999,14.0
74,2015-06-07,15.993000030518001,0.0,15.993000030518001,0.0
75,2015-06-08,15.951000213622999,16.0,15.951000213622999,16.0
76,2015-06-09,15.949000358582001,1.0,15.949000358582001,1.0
77,2015-06-10,15.951999664307001,45246.0,15.951999664307001,45246.0
78,2015-06-11,15.953000068664998,5.0,15.953000068664998,5.0
79,2015-06-12,15.817999839783,5.0,15.817999839783,5.0
80,2015-06-14,15.982999801636,0.0,15.982999801636,0.0
81,2015-06-15,16.076000213623,2.0,16.076000213623,2.0
82,2015-06-16,15.958000183105,8259.0,15.958000183105,8259.0
83,2015-06-17,15.939999580383,2.0,15.939999580383,2.0
84,2015-06-18,16.148000717163,46.0,16.148000717163,46.0
85,2015-06-19,16.104000091552997,12658.0,16.104000091552997,12658.0
86,2015-06-21,16.07799911499,0.0,16.07799911499,0.0
87,2015-06-22,16.136999130249,1.0,16.136999130249,1.0
88,2015-06-23,15.732000350952001,4.0,15.732000350952001,4.0
89,2015-06-24,15.847999572753999,21.0,15.847999572753999,21.0
90,2015-06-25,15.805000305176,1.0,15.805000305176,1.0
91,2015-06-26,15.734999656677001,1.0,15.734999656677001,1.0
92,2015-06-28,15.928000450134,0.0,15.928000450134,0.0
93,2015-06-29,15.663999557495,19508.0,15.663999557495,19508.0
94,2015-06-30,15.550999641417999,1989.0,15.550999641417999,1989.0
95,2015-07-01,15.552000045776,220.0,15.552000045776,220.0
96,2015-07-02,15.536999702453999,257.0,15.536999702453999,257.0
97,2015-07-03,15.65299987793,0.0,15.65299987793,0.0
98,2015-07-05,15.685000419617,0.0,15.685000419617,0.0
99,2015-07-06,15.725999832153,87.0,15.725999832153,87.0
100,2015-07-07,14.949999809265,1041.0,14.949999809265,1041.0
101,2015-07-08,15.147000312805,109.0,15.147000312805,109.0
102,2015-07-09,15.345000267028999,366.0,15.345000267028999,366.0
103,2015-07-10,15.468000411987,51.0,15.468000411987,51.0
104,2015-07-12,15.614999771117999,0.0,15.614999771117999,0.0
105,2015-07-13,15.4359998703,152.0,15.4359998703,152.0
106,2015-07-14,15.295000076294,27.0,15.295000076294,27.0
107,2015-07-15,15.02799987793,86.0,15.02799987793,86.0
108,2015-07-16,14.96399974823,12.0,14.96399974823,12.0
109,2015-07-17,14.819999694824,62.0,14.819999694824,62.0
110,2015-07-19,14.822999954224,0.0,14.822999954224,0.0
111,2015-07-20,14.744999885559,46.0,14.744999885559,46.0
112,2015-07-21,14.769000053406,102.0,14.769000053406,102.0
113,2015-07-22,14.71399974823,10.0,14.71399974823,10.0
114,2015-07-23,14.682999610901,172.0,14.682999610901,172.0
115,2015-07-24,14.477000236511,29.0,14.477000236511,29.0
116,2015-07-26,14.654999732971001,0.0,14.654999732971001,0.0
117,2015-07-27,14.593999862671001,18.0,14.593999862671001,18.0
118,2015-07-28,14.630999565125,168.0,14.630999565125,168.0
119,2015-07-29,14.734000205994,14.0,14.734000205994,14.0
120,2015-07-30,14.690999984741001,39.0,14.690999984741001,39.0
121,2015-07-31,14.746000289917,101.0,14.746000289917,101.0
122,2015-08-02,14.704999923706,0.0,14.704999923706,0.0
123,2015-08-03,14.515999794006,131.0,14.515999794006,131.0
124,2015-08-04,14.550000190735,119.0,14.550000190735,119.0
125,2015-08-05,14.545999526978,1.0,14.545999526978,1.0
126,2015-08-06,14.670000076294,32730.0,14.670000076294,32730.0
127,2015-08-07,14.815999984741001,16.0,14.815999984741001,16.0
128,2015-08-09,14.72500038147,0.0,14.72500038147,0.0
129,2015-08-10,15.288999557495,6.0,15.288999557495,6.0
130,2015-08-11,15.281000137328999,15.0,15.281000137328999,15.0
131,2015-08-12,15.472999572753999,4.0,15.472999572753999,4.0
132,2015-08-13,15.395999908447001,11733.0,15.395999908447001,11733.0
133,2015-08-14,15.210000038147,1.0,15.210000038147,1.0
134,2015-08-16,15.199999809265,0.0,15.199999809265,0.0
135,2015-08-17,15.295000076294,6791.0,15.295000076294,6791.0
136,2015-08-18,14.786999702453999,11205.0,14.786999702453999,11205.0
137,2015-08-19,15.175999641417999,13459.0,15.175999641417999,13459.0
138,2015-08-20,15.517000198364,252.0,15.517000198364,252.0
139,2015-08-21,15.300999641417999,17639.0,15.300999641417999,17639.0
140,2015-08-23,15.340000152588,0.0,15.340000152588,0.0
141,2015-08-24,14.762000083922999,9.0,14.762000083922999,9.0
142,2015-08-25,14.609999656677001,13.0,14.609999656677001,13.0
143,2015-08-26,14.045000076294,35.0,14.045000076294,35.0
144,2015-08-27,14.420999526978,8.0,14.420999526978,8.0
145,2015-08-28,14.534999847412,13209.0,14.534999847412,13209.0
146,2015-08-30,14.529999732971001,0.0,14.529999732971001,0.0
147,2015-08-31,14.576999664307001,1441.0,14.576999664307001,1441.0
148,2015-09-01,14.612999916077001,779.0,14.612999916077001,779.0
149,2015-09-02,14.66100025177,382.0,14.66100025177,382.0
150,2015-09-03,14.701999664307001,123.0,14.701999664307001,123.0
151,2015-09-04,14.543999671936,120.0,14.543999671936,120.0
152,2015-09-06,14.619999885559,0.0,14.619999885559,0.0
153,2015-09-07,14.515000343322999,0.0,14.515000343322999,0.0
154,2015-09-08,14.75,233.0,14.75,233.0
155,2015-09-09,14.567999839783,85.0,14.567999839783,85.0
156,2015-09-10,14.633999824524,155.0,14.633999824524,155.0
157,2015-09-11,14.489999771117999,47.0,14.489999771117999,47.0
158,2015-09-13,14.505000114441,0.0,14.505000114441,0.0
159,2015-09-14,14.357000350952001,33.0,14.357000350952001,33.0
160,2015-09-15,14.319000244141,24.0,14.319000244141,24.0
161,2015-09-16,14.878000259398998,25.0,14.878000259398998,25.0
162,2015-09-17,14.97500038147,28.0,14.97500038147,28.0
163,2015-09-18,15.154000282288001,3.0,15.154000282288001,3.0
164,2015-09-20,15.154999732971001,0.0,15.154999732971001,0.0
165,2015-09-21,15.215999603271001,57.0,15.215999603271001,57.0
166,2015-09-22,14.75,37.0,14.75,37.0
167,2015-09-23,14.779999732971001,12.0,14.779999732971001,12.0
168,2015-09-24,15.125,189.0,15.125,189.0
169,2015-09-25,15.105999946594,21.0,15.105999946594,21.0
170,2015-09-27,15.104999542236,0.0,15.104999542236,0.0
171,2015-09-28,14.538000106812,53.0,14.538000106812,53.0
172,2015-09-29,14.569000244141,19.0,14.569000244141,19.0
173,2015-09-30,14.512999534607001,10.0,14.512999534607001,10.0
174,2015-10-01,14.505999565125,15.0,14.505999565125,15.0
175,2015-10-02,15.256999969481999,3.0,15.256999969481999,3.0
176,2015-10-04,15.220000267028999,0.0,15.220000267028999,0.0
177,2015-10-05,15.701999664307001,8.0,15.701999664307001,8.0
178,2015-10-06,15.979000091552999,37.0,15.979000091552999,37.0
179,2015-10-07,16.087999343872003,10.0,16.087999343872003,10.0
180,2015-10-08,15.760000228882001,7.0,15.760000228882001,7.0
181,2015-10-09,15.809000015258999,1.0,15.809000015258999,1.0
182,2015-10-11,15.789999961853,0.0,15.789999961853,0.0
183,2015-10-12,15.854999542236,5.0,15.854999542236,5.0
184,2015-10-13,15.897000312805,15.0,15.897000312805,15.0
185,2015-10-14,16.101999282837,18.0,16.101999282837,18.0
186,2015-10-15,16.152000427246,16.0,16.152000427246,16.0
187,2015-10-16,16.101999282837,12.0,16.101999282837,12.0
188,2015-10-18,16.014999389648,0.0,16.014999389648,0.0
189,2015-10-19,15.829000473022,1.0,15.829000473022,1.0
190,2015-10-20,15.904999732971001,6.0,15.904999732971001,6.0
191,2015-10-21,15.696000099182001,10.0,15.696000099182001,10.0
192,2015-10-22,15.822999954224,33495.0,15.822999954224,33495.0
193,2015-10-23,15.817999839783,5.0,15.817999839783,5.0
194,2015-10-25,15.840000152588,0.0,15.840000152588,0.0
195,2015-10-26,15.89999961853,1.0,15.89999961853,1.0
196,2015-10-27,15.857999801636,7.0,15.857999801636,7.0
197,2015-10-28,16.288000106812,17.0,16.288000106812,17.0
198,2015-10-29,15.543999671936,31.0,15.543999671936,31.0
199,2015-10-30,15.565999984741001,19.0,15.565999984741001,19.0
200,2015-11-01,15.505000114441,0.0,15.505000114441,0.0
201,2015-11-02,15.413000106812,4.0,15.413000106812,4.0
202,2015-11-03,15.244000434875,1.0,15.244000434875,1.0
203,2015-11-04,15.062999725342,1.0,15.062999725342,1.0
204,2015-11-05,14.987999916077001,42796.0,14.987999916077001,42796.0
205,2015-11-06,14.696000099182001,14.0,14.696000099182001,14.0
206,2015-11-08,14.710000038147,0.0,14.710000038147,0.0
207,2015-11-09,14.418000221252,50392.0,14.418000221252,50392.0
208,2015-11-10,14.355999946594,3.0,14.355999946594,3.0
209,2015-11-11,14.262000083922999,10.0,14.262000083922999,10.0
210,2015-11-12,14.223999977112,16.0,14.223999977112,16.0
211,2015-11-13,14.203000068664998,39517.0,14.203000068664998,39517.0
212,2015-11-15,14.364999771117999,0.0,14.364999771117999,0.0
213,2015-11-16,14.220999717711999,4.0,14.220999717711999,4.0
214,2015-11-17,14.170000076294,2.0,14.170000076294,2.0
215,2015-11-18,14.079999923706,14.0,14.079999923706,14.0
216,2015-11-19,14.241999626160002,33.0,14.241999626160002,33.0
217,2015-11-20,14.105999946594,1.0,14.105999946594,1.0
218,2015-11-22,14.125,0.0,14.125,0.0
219,2015-11-23,14.041999816895,3.0,14.041999816895,3.0
220,2015-11-24,14.168999671936,5.0,14.168999671936,5.0
221,2015-11-25,14.168000221252,1.0,14.168000221252,1.0
222,2015-11-26,14.229999542236,0.0,14.229999542236,0.0
223,2015-11-27,14.008000373839998,17231.0,14.008000373839998,17231.0
224,2015-11-29,14.034999847412,0.0,14.034999847412,0.0
225,2015-11-30,14.050000190735,1623.0,14.050000190735,1623.0
226,2015-12-01,14.055000305176,281.0,14.055000305176,281.0
227,2015-12-02,13.979000091552999,210.0,13.979000091552999,210.0
228,2015-12-03,14.053000450134,498.0,14.053000450134,498.0
229,2015-12-04,14.505000114441,92.0,14.505000114441,92.0
230,2015-12-06,14.470000267028999,0.0,14.470000267028999,0.0
231,2015-12-07,14.307000160217,60.0,14.307000160217,60.0
232,2015-12-08,14.090999603271001,72.0,14.090999603271001,72.0
233,2015-12-09,14.163999557495,37.0,14.163999557495,37.0
234,2015-12-10,14.085000038147,6.0,14.085000038147,6.0
235,2015-12-11,13.859000205994,20.0,13.859000205994,20.0
236,2015-12-13,13.939999580383,0.0,13.939999580383,0.0
237,2015-12-14,13.666000366211,90.0,13.666000366211,90.0
238,2015-12-15,13.739999771117999,2.0,13.739999771117999,2.0
239,2015-12-16,14.218000411987,22.0,14.218000411987,22.0
240,2015-12-17,13.682999610901,150.0,13.682999610901,150.0
241,2015-12-18,14.079999923706,20.0,14.079999923706,20.0
242,2015-12-20,14.060000419617,0.0,14.060000419617,0.0
243,2015-12-21,14.300999641417999,19.0,14.300999641417999,19.0
244,2015-12-22,14.302000045776,35.0,14.302000045776,35.0
245,2015-12-23,14.277000427246001,71.0,14.277000427246001,71.0
246,2015-12-24,14.369000434875,4.0,14.369000434875,4.0
247,2015-12-27,14.340000152588,0.0,14.340000152588,0.0
248,2015-12-28,13.873000144958,10.0,13.873000144958,10.0
249,2015-12-29,13.916999816895,8.0,13.916999816895,8.0
250,2015-12-30,13.8140001297,106.0,13.8140001297,106.0
251,2015-12-31,13.77499961853,13.0,13.77499961853,13.0
252,2016-01-03,13.890000343322999,0.0,13.890000343322999,0.0
253,2016-01-04,13.817000389099,27.0,13.817000389099,27.0
254,2016-01-05,13.949000358582001,4.0,13.949000358582001,4.0
255,2016-01-06,13.956999778748,105.0,13.956999778748,105.0
256,2016-01-07,14.335000038147,286.0,14.335000038147,286.0
257,2016-01-08,13.907999992370998,6.0,13.907999992370998,6.0
258,2016-01-10,13.944999694824,0.0,13.944999694824,0.0
259,2016-01-11,13.854999542236,17.0,13.854999542236,17.0
260,2016-01-12,13.739999771117999,15.0,13.739999771117999,15.0
261,2016-01-13,14.145000457764,17.0,14.145000457764,17.0
262,2016-01-14,13.737000465392999,1.0,13.737000465392999,1.0
263,2016-01-15,13.883999824524,44607.0,13.883999824524,44607.0
264,2016-01-17,13.909999847412,0.0,13.909999847412,0.0
265,2016-01-18,13.89999961853,0.0,13.89999961853,0.0
266,2016-01-19,14.109999656677001,3.0,14.109999656677001,3.0
267,2016-01-20,14.147000312805,1.0,14.147000312805,1.0
268,2016-01-21,14.083000183105,2.0,14.083000183105,2.0
269,2016-01-22,14.043000221252,7.0,14.043000221252,7.0
270,2016-01-24,14.050000190735,0.0,14.050000190735,0.0
271,2016-01-25,14.239999771117999,8.0,14.239999771117999,8.0
272,2016-01-26,14.543999671936,1.0,14.543999671936,1.0
273,2016-01-27,14.439999580383,37694.0,14.439999580383,37694.0
274,2016-01-28,14.215999603271001,27.0,14.215999603271001,27.0
275,2016-01-29,14.229000091552999,27.0,14.229000091552999,27.0
276,2016-01-31,14.25,0.0,14.25,0.0
277,2016-02-01,14.329000473022,9.0,14.329000473022,9.0
278,2016-02-02,14.276000022888,2.0,14.276000022888,2.0
279,2016-02-03,14.720000267028999,47.0,14.720000267028999,47.0
280,2016-02-04,14.836000442505,23.0,14.836000442505,23.0
281,2016-02-05,14.763999938965002,7.0,14.763999938965002,7.0
282,2016-02-07,14.949999809265,0.0,14.949999809265,0.0
283,2016-02-08,15.416000366211,62.0,15.416000366211,62.0
284,2016-02-09,15.444000244141,18.0,15.444000244141,18.0
285,2016-02-10,15.277000427246001,3.0,15.277000427246001,3.0
286,2016-02-11,15.788999557495,58.0,15.788999557495,58.0
287,2016-02-12,15.784999847412,2.0,15.784999847412,2.0
288,2016-02-14,15.729999542236,0.0,15.729999542236,0.0
289,2016-02-15,15.335000038147,0.0,15.335000038147,0.0
290,2016-02-16,15.329000473022,7.0,15.329000473022,7.0
291,2016-02-17,15.371999740601002,4.0,15.371999740601002,4.0
292,2016-02-18,15.427000045776,62250.0,15.427000045776,62250.0
293,2016-02-19,15.368000030518001,50791.0,15.368000030518001,50791.0
294,2016-02-21,15.340000152588,0.0,15.340000152588,0.0
295,2016-02-22,15.178999900817999,1.0,15.178999900817999,1.0
296,2016-02-23,15.234999656677001,59962.0,15.234999656677001,59962.0
297,2016-02-24,15.291999816895,83784.0,15.291999816895,83784.0
298,2016-02-25,15.164999961853,1.0,15.164999961853,1.0
299,2016-02-26,14.6890001297,23335.0,14.6890001297,23335.0
300,2016-02-28,14.760000228882001,0.0,14.760000228882001,0.0
301,2016-02-29,14.895999908447001,1598.0,14.895999908447001,1598.0
302,2016-03-01,14.732999801636,921.0,14.732999801636,921.0
303,2016-03-02,15.003000259398998,809.0,15.003000259398998,809.0
304,2016-03-03,15.130999565125,678.0,15.130999565125,678.0
305,2016-03-04,15.680999755859,912.0,15.680999755859,912.0
306,2016-03-06,15.609999656677001,0.0,15.609999656677001,0.0
307,2016-03-07,15.623000144958,933.0,15.623000144958,933.0
308,2016-03-08,15.383999824524,906.0,15.383999824524,906.0
309,2016-03-09,15.354999542236,163.0,15.354999542236,163.0
310,2016-03-10,15.545999526978,571.0,15.545999526978,571.0
311,2016-03-11,15.607000350952001,379.0,15.607000350952001,379.0
312,2016-03-13,15.529999732971001,0.0,15.529999732971001,0.0
313,2016-03-14,15.517999649047999,276.0,15.517999649047999,276.0
314,2016-03-15,15.255000114441,259.0,15.255000114441,259.0
315,2016-03-16,15.21399974823,167.0,15.21399974823,167.0
316,2016-03-17,16.021999359131,382.0,16.021999359131,382.0
317,2016-03-18,15.805999755859,118.0,15.805999755859,118.0
318,2016-03-20,15.800000190735,0.0,15.800000190735,0.0
319,2016-03-21,15.840999603271001,21.0,15.840999603271001,21.0
